what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1520536858284
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1520536858284
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1520536858284
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1520536858285
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1520536858285
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1520536858286
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1520536858286
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1520536858287
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1520536858287
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1520536858288
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1520536858288
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1520536858289
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1520536858290
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1520536858290
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1520536858290
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1520536858291
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1520536858291
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1520536858292
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1520536858292
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1520536858293
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1520536858294
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1520536858294
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1520536858295
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1520536858295
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1520536858296
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1520536858296
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1520536858296
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1520536858296
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1520536858297
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1520536858297
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1520536858297
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1520536858297
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1520536858297
os,sysinfo,,,"linux",1520536858299
arch,sysinfo,,,"x86",1520536858299
ws,sysinfo,,,"gtk",1520536858299
locale,sysinfo,,,"en_US",1520536858299
processors,sysinfo,,,"8",1520536858299
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1520536858299
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1520536858299
java.specification.name,sysinfo,,,"Java Platform API Specification",1520536858299
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1520536858299
java.specification.version,sysinfo,,,"1.6",1520536858299
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1520536858299
java.version,sysinfo,,,"1.6.0_23",1520536858299
java.vm.info,sysinfo,,,"mixed mode",1520536858299
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1520536858299
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1520536858299
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1520536858299
java.vm.specification.version,sysinfo,,,"1.0",1520536858299
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1520536858299
java.vm.version,sysinfo,,,"19.0-b09",1520536858299
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1520536865694
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1520536865730
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1520536865733
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1520536865744
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1520536865747
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1520536866768
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1520536867230
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1520536867231
opened,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1520536868760
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1520536868857
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1520536868865
