what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1523546376798
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1523546376798
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1523546376799
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1523546376799
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1523546376799
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1523546376800
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1523546376800
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1523546376800
os,sysinfo,,,"linux",1523546376803
arch,sysinfo,,,"x86",1523546376803
ws,sysinfo,,,"gtk",1523546376803
locale,sysinfo,,,"en_US",1523546376803
processors,sysinfo,,,"8",1523546376803
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1523546376803
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1523546376803
java.specification.name,sysinfo,,,"Java Platform API Specification",1523546376803
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1523546376803
java.specification.version,sysinfo,,,"1.6",1523546376803
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1523546376803
java.version,sysinfo,,,"1.6.0_23",1523546376803
java.vm.info,sysinfo,,,"mixed mode",1523546376803
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1523546376803
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1523546376803
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1523546376803
java.vm.specification.version,sysinfo,,,"1.0",1523546376803
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1523546376803
java.vm.version,sysinfo,,,"19.0-b09",1523546376803
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1523546376811
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1523546376990
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1523546377026
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1523546379408
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1523546379426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1523546379465
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1523546379496
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1523546379522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1523546382783
