what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1523547852080
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1523547852080
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1523547852080
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1523547852081
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1523547852081
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1523547852081
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1523547852082
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1523547852082
os,sysinfo,,,"linux",1523547852084
arch,sysinfo,,,"x86",1523547852084
ws,sysinfo,,,"gtk",1523547852084
locale,sysinfo,,,"en_US",1523547852084
processors,sysinfo,,,"8",1523547852084
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1523547852084
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1523547852084
java.specification.name,sysinfo,,,"Java Platform API Specification",1523547852084
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1523547852084
java.specification.version,sysinfo,,,"1.6",1523547852084
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1523547852084
java.version,sysinfo,,,"1.6.0_23",1523547852084
java.vm.info,sysinfo,,,"mixed mode",1523547852084
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1523547852084
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1523547852084
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1523547852084
java.vm.specification.version,sysinfo,,,"1.0",1523547852084
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1523547852084
java.vm.version,sysinfo,,,"19.0-b09",1523547852084
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1523547909431
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1523547911964
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1523547911965
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1523547912076
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1523547913376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1523547913396
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1523547913490
opened,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523547916042
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1523547916150
